,0,1,2,3,4
0,15.982938813888007,96.04182101708831,74.68301929612825,31.670249691004994,50.37042800222742
1,41.73600940479237,27.227410362859622,74.23838198511905,27.89524658473469,57.76074144587645
2,21.0208137504411,32.800452414450085,16.93452307578106,99.97206014759914,96.60339506195103
3,54.0625496677998,97.5812846323224,50.324002229995784,37.43309579393854,69.98076338477294
4,6.686918124827163,98.8189596364265,74.92492713503735,4.40469241816103,55.192298422044495
5,43.838100579900306,11.870205276207537,80.9391797191538,7.470021205736569,33.99100278934014
6,39.55058136282197,38.750000777982336,81.1673243303349,20.916708048301142,41.39392215481743
7,58.04370288525028,3.7115178815039123,87.30052534827857,76.01454029107242,91.31002952341693
8,85.02891662152591,94.27608856733288,37.8569718391703,65.16402897428958,60.92216885817347
9,98.25872709380457,46.521259581306396,19.51960091174771,4.371612908600958,32.7929690387362
